ParticipantNumber,OrganizationName,BirthDate,HouseholdAddressType,HouseholdPostalCode,FamilySize,TotalInHousehold,HouseholdType,FamilySetting,IncomeCategory,HouseholdEconomicStatus,TotalVisits,FirstVisitDate
3015,BGCDC Taft Branch,1999-09-18 00:00:00,Home,53590,4.0,3.0,116,Father,"$50,000-$74,999",Economically Disadvantaged,0.0,
15073,BGCDC Allied Branch,1985-06-30 00:00:00,,,,,,,,,0.0,
6267,BGCDC Taft Branch,2002-08-11 00:00:00,Home,53719,,1.0,,Mother,,Unknown,0.0,
33024,BGCDC Sun Prairie,2016-02-11 00:00:00,Home,53590,3.0,3.0,unknown,Time with Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
14807,BGCDC Allied Branch,2016-02-11 00:00:00,,,,,,,,,0.0,
29287,BGCDC Allied Branch,,,,,,,,,,0.0,
7443,BGCDC Taft Branch,1999-12-26 00:00:00,,,,2.0,,,,Unknown,0.0,
4918,BGCDC Allied Branch,1997-08-07 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
29013,BGCDC Walco,2006-05-04 00:00:00,,,,,,,,,2.0,2023-12-20
24399,BGCDC Allied Branch,1951-09-07 00:00:00,,,,,,,,,2.0,2022-01-15
23993,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
3902,BGCDC Taft Branch,1998-02-12 00:00:00,Home,53575,4.0,3.0,124,Time with Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
26682,BGCDC Allied Branch,,,,,,,,,,0.0,
22003,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
20352,BGCDC Allied Branch,2000-10-07 00:00:00,,,,,,,,,2.0,2022-01-15
22476,BGCDC Allied Branch,1992-01-01 00:00:00,,,,,,,,,2.0,2022-01-15
22452,BGCDC Allied Branch,1981-02-27 00:00:00,,,,,,,,,2.0,2022-01-15
9063,BGCDC Allied Branch,2001-02-15 00:00:00,,,,,,,,,0.0,
6687,BGCDC Allied Branch,2006-03-10 00:00:00,Apartment,53719,4.0,2.0,,Mother,Unknown,Economically Disadvantaged,0.0,
4743,BGCDC Taft Branch,2004-02-27 00:00:00,Home,53713,4.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
2240,BGCDC Taft Branch,1997-09-18 00:00:00,Home,53713,4.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
3062,BGCDC Allied Branch,2003-11-13 00:00:00,Apartment,53711,,2.0,,Mother,,Unknown,0.0,
4920,BGCDC Allied Branch,1999-04-23 00:00:00,Work,53713,,1.0,,Mother,,Unknown,14.0,2020-10-05
2411,BGCDC Taft Branch,1999-04-23 00:00:00,Work,53713,,1.0,,Mother,,Unknown,0.0,
2599,BGCDC Taft Branch,1998-02-15 00:00:00,Home,53711,4.0,3.0,,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
3063,BGCDC Allied Branch,1998-02-15 00:00:00,Home,53711,4.0,3.0,,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
20364,BGCDC Allied Branch,1988-10-03 00:00:00,,,,,,,,,2.0,2022-01-15
27601,BGCDC Allied Branch,2006-12-16 00:00:00,,,,,,,,,0.0,
27851,BGCDC Allied Branch,2008-11-03 00:00:00,,,,,,,,,16.0,2023-06-20
6669,BGCDC Allied Branch,2006-10-05 00:00:00,Apartment,53719,2.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
18066,BGCDC Sun Prairie,1984-11-26 00:00:00,,,,,,,,,0.0,
9296,BGCDC Allied Branch,2010-10-15 00:00:00,Apartment,53719,5.0,5.0,,Both Parents,"$25,000-$49,999",Economically Disadvantaged,16.0,2024-06-18
27643,BGCDC Allied Branch,2007-11-23 00:00:00,,,,,,,,,0.0,
28612,BGCDC Allied Branch,2008-01-21 00:00:00,,,,,,,,,15.0,2024-06-18
6701,BGCDC Taft Branch,2001-02-04 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,3.0,2021-12-18
30203,BGCDC Allied Branch,1980-05-15 00:00:00,,,,1.0,,,,Unknown,0.0,
4922,BGCDC Allied Branch,1998-03-12 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
19290,BGCDC Taft Branch,1987-08-15 00:00:00,Home,53711,,1.0,,,,Unknown,0.0,
3244,BGCDC Allied Branch,2003-08-03 00:00:00,Apartment,53719,5.0,5.0,,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
6557,BGCDC Allied Branch,2008-01-03 00:00:00,Apartment,53719,5.0,5.0,,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
18065,BGCDC Sun Prairie,1984-09-06 00:00:00,,,,,,,,,0.0,
27883,BGCDC Allied Branch,2008-06-17 00:00:00,Home,53719,5.0,1.0,,Both Parents,"$75,000-$84,999",Economically Disadvantaged,1.0,2023-11-06
33495,BGCDC Walco,1982-03-08 00:00:00,,,,,,,,,1.0,2024-11-26
2104,BGCDC Allied Branch,2000-07-22 00:00:00,Apartment,53711,,1.0,,Both Parents,,Unknown,0.0,
16252,BGCDC Taft Branch,2018-03-17 00:00:00,,,,,,,,,0.0,
16251,BGCDC Taft Branch,1946-08-18 00:00:00,,,,,,,,,0.0,
14341,BGCDC Allied Branch,1951-09-07 00:00:00,,,,,,,,,0.0,
12187,BGCDC Sun Prairie,1992-04-29 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
3524,BGCDC Taft Branch,1992-04-29 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
23806,BGCDC Allied Branch,1954-11-24 00:00:00,,,,,,,,,2.0,2022-01-15
22143,BGCDC Allied Branch,1952-10-15 00:00:00,,,,,,,,,2.0,2022-01-15
9158,BGCDC Taft Branch,2002-01-01 00:00:00,,,,,,,,,0.0,
4925,BGCDC Allied Branch,1997-12-07 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
18067,BGCDC Sun Prairie,1984-10-23 00:00:00,,,,,,,,,0.0,
18068,BGCDC Sun Prairie,1985-05-27 00:00:00,,,,,,,,,0.0,
8807,BGCDC Allied Branch,2004-04-17 00:00:00,,,4.0,1.0,,Foster Parent,"$50,000-$74,999",Unknown,0.0,
8837,BGCDC Taft Branch,2004-04-17 00:00:00,,,4.0,1.0,,Foster Parent,"$50,000-$74,999",Unknown,0.0,
2645,BGCDC Taft Branch,1990-10-24 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
20828,BGCDC Allied Branch,1979-01-17 00:00:00,,,,,,,,,2.0,2022-01-15
2518,BGCDC Taft Branch,1994-01-27 00:00:00,Home,53711,,1.0,,Both Parents,,Unknown,0.0,
24260,BGCDC Allied Branch,1954-12-30 00:00:00,,,,,,,,,2.0,2022-01-15
24153,BGCDC Allied Branch,1952-07-18 00:00:00,,,,,,,,,2.0,2022-01-15
22146,BGCDC Allied Branch,2000-06-18 00:00:00,,,,,,,,,2.0,2022-01-15
20794,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
24230,BGCDC Allied Branch,1998-09-12 00:00:00,,,,,,,,,2.0,2022-01-15
9185,BGCDC Allied Branch,1999-09-16 00:00:00,Home,53593,0.0,2.0,1,Both Parents,"$24,999 and under",Not Economically Disadvantaged,0.0,
4927,BGCDC Allied Branch,1997-10-10 00:00:00,Home,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
1149,BGCDC Taft Branch,1995-06-06 00:00:00,,,,3.0,,Unknown,,Unknown,0.0,
15005,BGCDC Allied Branch,1952-05-08 00:00:00,,,,,,,,,0.0,
26777,BGCDC Walco,1986-04-28 00:00:00,,,,,,,,,2.0,2022-01-29
26778,BGCDC Walco,1986-01-09 00:00:00,,,,,,,,,4.0,2022-01-29
17735,BGCDC Walco,2021-03-25 00:00:00,,,,,,,,,5.0,2024-02-22
17733,BGCDC Walco,2013-11-25 00:00:00,,,,,,,,,5.0,2024-02-22
17736,BGCDC Walco,1986-07-19 00:00:00,,,,,,,,,0.0,
11821,BGCDC Walco,1986-01-09 00:00:00,,,,,,,,,2.0,2024-02-22
17732,BGCDC Walco,2013-11-25 00:00:00,,,,,,,,,5.0,2024-02-22
17734,BGCDC Walco,2015-10-02 00:00:00,,,,,,,,,5.0,2024-02-22
4712,BGCDC Taft Branch,2002-12-19 00:00:00,Apartment,53711,,1.0,,Mother,,Unknown,0.0,
3294,BGCDC Allied Branch,2002-12-19 00:00:00,Apartment,53711,,1.0,,Mother,,Unknown,0.0,
3589,BGCDC Taft Branch,2003-06-26 00:00:00,Home,53719,,1.0,,Mother,,Unknown,0.0,
6441,BGCDC Allied Branch,2003-06-26 00:00:00,Home,53719,,1.0,,Mother,,Unknown,0.0,
6078,BGCDC Taft Branch,2006-12-15 00:00:00,Home,53701,,1.0,,Mother,,Unknown,0.0,
32705,BGCDC Walco,2006-12-15 00:00:00,Home,53701,,1.0,,Mother,,Unknown,0.0,
3973,BGCDC Allied Branch,2005-01-04 00:00:00,Home,53590,5.0,2.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
9142,BGCDC Taft Branch,2005-01-04 00:00:00,Home,53590,5.0,2.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
26160,BGCDC Sun Prairie,1972-07-04 00:00:00,,,,,,,,,1.0,2022-11-17
12262,BGCDC Sun Prairie,1972-07-04 00:00:00,,,,1.0,,,,Unknown,1.0,2021-11-20
3993,BGCDC Allied Branch,1998-09-06 00:00:00,Home,53590,4.0,3.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
7627,BGCDC Taft Branch,1998-09-06 00:00:00,Home,53590,4.0,3.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
7444,BGCDC Taft Branch,2000-07-24 00:00:00,,,,2.0,,,,Unknown,0.0,
2794,BGCDC Taft Branch,1996-11-21 00:00:00,Home,53713,,3.0,,Mother,"$24,999 and under",Unknown,0.0,
3442,BGCDC Taft Branch,1994-12-23 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
14337,BGCDC Allied Branch,1979-10-14 00:00:00,,,,,,,,,0.0,
4930,BGCDC Allied Branch,1997-02-28 00:00:00,Home,53593,3.0,3.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4931,BGCDC Allied Branch,2000-12-11 00:00:00,Home,53593,3.0,3.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4934,BGCDC Allied Branch,1997-10-10 00:00:00,Apartment,53593,3.0,2.0,,Sibling,Unknown,Economically Disadvantaged,0.0,
19152,BGCDC Allied Branch,1989-02-17 00:00:00,,,,,,,,,2.0,2022-01-15
19153,BGCDC Allied Branch,2019-10-01 00:00:00,,,,,,,,,2.0,2022-01-15
4936,BGCDC Allied Branch,1998-05-02 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
15871,BGCDC Allied Branch,2012-08-04 00:00:00,,,,,,,,,0.0,
15734,BGCDC Allied Branch,1992-04-23 00:00:00,,,,,,,,,0.0,
940,BGCDC Taft Branch,1990-05-13 00:00:00,,,,3.0,,Both Parents,,Unknown,0.0,
2010,BGCDC Taft Branch,1992-07-18 00:00:00,Home,53713,3.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
30270,BGCDC Allied Branch,1992-07-18 00:00:00,,,,1.0,,,,Unknown,0.0,
30429,BGCDC Allied Branch,1992-07-18 00:00:00,,,,1.0,,,,Unknown,0.0,
30089,BGCDC Allied Branch,1994-07-22 00:00:00,,,,1.0,,,,Unknown,0.0,
15611,BGCDC Allied Branch,1964-07-22 00:00:00,,,,,,,,,0.0,
30495,BGCDC Allied Branch,1964-07-22 00:00:00,,,,1.0,,,,Unknown,0.0,
1940,BGCDC Taft Branch,1999-02-03 00:00:00,,,2.0,2.0,,Guardian,"$24,999 and under",Economically Disadvantaged,0.0,
30277,BGCDC Allied Branch,1988-08-26 00:00:00,,,,1.0,,,,Unknown,0.0,
1827,BGCDC Taft Branch,1995-11-01 00:00:00,Home,53713,3.0,2.0,,Guardian,"$24,999 and under",Economically Disadvantaged,1.0,2021-10-23
30273,BGCDC Allied Branch,1999-02-03 00:00:00,,,,1.0,,,,Unknown,0.0,
30088,BGCDC Allied Branch,2018-06-12 00:00:00,,,,1.0,,,,Unknown,0.0,
30428,BGCDC Allied Branch,2020-03-14 00:00:00,,,,1.0,,,,Unknown,0.0,
15608,BGCDC Allied Branch,2012-12-28 00:00:00,,,,,,,,,0.0,
12349,BGCDC Sun Prairie,1979-07-24 00:00:00,,,,,,,,,0.0,
24879,BGCDC Allied Branch,2005-02-15 00:00:00,Home,53714,3.0,3.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
17348,BGCDC Taft Branch,1988-06-26 00:00:00,,,,,,,,,0.0,
5979,BGCDC Allied Branch,1998-07-14 00:00:00,,,2.0,3.0,,,"$25,000-$49,999",Economically Disadvantaged,0.0,
29411,BGCDC Allied Branch,,,,,,,,,,0.0,
7445,BGCDC Taft Branch,2000-08-02 00:00:00,,,,2.0,,,,Unknown,0.0,
9462,BGCDC Allied Branch,2003-04-23 00:00:00,,,,,,,,,0.0,
5804,BGCDC Taft Branch,1999-08-16 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
380,BGCDC Allied Branch,1991-11-02 00:00:00,Home,53711,,4.0,,Other,"$24,999 and under",Unknown,0.0,
7446,BGCDC Taft Branch,2000-05-21 00:00:00,,,,2.0,,,,Unknown,0.0,
22233,BGCDC Allied Branch,1990-07-27 00:00:00,,,,,,,,,2.0,2022-01-15
3127,BGCDC Allied Branch,1998-06-10 00:00:00,Home,53711,,1.0,,Both Parents,,Unknown,0.0,
2611,BGCDC Allied Branch,1990-12-17 00:00:00,Work,53711,,1.0,,Both Parents,,Unknown,0.0,
33290,BGCDC Sun Prairie,2016-09-04 00:00:00,,,,2.0,,,,Unknown,1.0,2024-08-22
28234,BGCDC Taft Branch,2011-03-11 00:00:00,,,,,,,,,1.0,2023-08-22
28153,BGCDC McKenzie Regional Workforce Center,2011-03-11 00:00:00,,,,,,,,,0.0,
23940,BGCDC Allied Branch,1983-01-01 00:00:00,,,,,,,,,2.0,2022-01-15
18070,BGCDC Sun Prairie,1998-12-06 00:00:00,,,,,,,,,0.0,
2889,BGCDC Allied Branch,1996-01-11 00:00:00,Home,,,1.0,,Both Parents,,Unknown,0.0,
24406,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
30401,BGCDC Allied Branch,1985-07-04 00:00:00,,,,1.0,,,,Unknown,0.0,
436,BGCDC Allied Branch,1993-12-10 00:00:00,Home,53713,,2.0,,,"$24,999 and under",Unknown,0.0,
514,BGCDC Taft Branch,1993-12-10 00:00:00,Home,53713,,2.0,,,"$24,999 and under",Unknown,0.0,
15338,BGCDC Allied Branch,1967-10-20 00:00:00,,,,,,,,,0.0,
15337,BGCDC Allied Branch,2015-08-23 00:00:00,,,,,,,,,0.0,
25065,BGCDC Allied Branch,,Apartment,53711,3.0,2.0,Single Parent,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
21986,BGCDC Allied Branch,1974-12-27 00:00:00,,,,,,,,,2.0,2022-01-15
618,BGCDC Taft Branch,1991-04-10 00:00:00,Home,53711,,2.0,,Mother,"$24,999 and under",Unknown,0.0,
1861,BGCDC Taft Branch,1991-04-10 00:00:00,,,,1.0,,,,Unknown,0.0,
30902,BGCDC Allied Branch,2014-04-24 00:00:00,,,,1.0,,,,Unknown,0.0,
23519,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
5429,BGCDC Taft Branch,1998-12-13 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
24977,BGCDC Allied Branch,1993-06-17 00:00:00,,,,,,,,,0.0,
25080,BGCDC Allied Branch,1993-06-17 00:00:00,,,,,,,,,1.0,2022-08-18
4940,BGCDC Allied Branch,1999-04-03 00:00:00,Apartment,53593,3.0,4.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4942,BGCDC Allied Branch,1999-05-17 00:00:00,Apartment,53593,3.0,4.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
8297,BGCDC Taft Branch,2001-02-22 00:00:00,,,,2.0,,,,Unknown,0.0,
5352,BGCDC Taft Branch,1997-03-07 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
5351,BGCDC Taft Branch,1997-03-07 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
25165,BGCDC Allied Branch,2014-12-10 00:00:00,,,,,,,,,1.0,2022-08-18
20291,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
4938,BGCDC Allied Branch,2000-10-30 00:00:00,Apartment,53593,3.0,4.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
5655,BGCDC Taft Branch,1996-12-15 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
25488,BGCDC Sun Prairie,1980-09-25 00:00:00,,,,,,,,,1.0,2022-08-18
26495,BGCDC Taft Branch,,,,,,,,,,1.0,2022-12-14
21884,BGCDC Allied Branch,1974-05-31 00:00:00,,,,,,,,,2.0,2022-01-15
7449,BGCDC Taft Branch,1999-11-05 00:00:00,,,,2.0,,,,Unknown,0.0,
7452,BGCDC Taft Branch,2000-06-28 00:00:00,,,,2.0,,,,Unknown,0.0,
7450,BGCDC Taft Branch,2000-05-03 00:00:00,,,,2.0,,,,Unknown,0.0,
7448,BGCDC Taft Branch,2000-02-11 00:00:00,,,,2.0,,,,Unknown,0.0,
7447,BGCDC Taft Branch,1999-10-18 00:00:00,,,,2.0,,,,Unknown,0.0,
7451,BGCDC Taft Branch,2000-07-29 00:00:00,,,,2.0,,,,Unknown,0.0,
770,BGCDC Taft Branch,1993-07-06 00:00:00,,,,4.0,,Other,,Unknown,0.0,
3463,BGCDC Allied Branch,2005-11-08 00:00:00,Home,53719,3.0,4.0,,Grandparents,"$24,999 and under",Economically Disadvantaged,0.0,
769,BGCDC Taft Branch,1991-09-09 00:00:00,,,,4.0,,Other,,Unknown,0.0,
4105,BGCDC Allied Branch,2006-10-13 00:00:00,Apartment,53711,4.0,2.0,,Mother,Unknown,Economically Disadvantaged,0.0,
3180,BGCDC Taft Branch,1993-08-18 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
3717,BGCDC Taft Branch,1992-10-13 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
6912,BGCDC Allied Branch,,Home,53719,,2.0,,,,Unknown,0.0,
2648,BGCDC Allied Branch,1993-06-17 00:00:00,Apartment,53711,,1.0,,Both Parents,,Unknown,0.0,
4944,BGCDC Allied Branch,1998-03-26 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
3201,BGCDC Taft Branch,1994-04-12 00:00:00,Home,53711,,1.0,,Other,,Unknown,0.0,
3437,BGCDC Taft Branch,2001-04-20 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
6807,BGCDC Taft Branch,2002-03-19 00:00:00,Home,53562,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
22569,BGCDC Allied Branch,1940-05-14 00:00:00,,,,,,,,,2.0,2022-01-15
5830,BGCDC Taft Branch,1999-03-06 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
17210,BGCDC Taft Branch,1996-07-17 00:00:00,,,,,,,,,0.0,
5828,BGCDC Taft Branch,1999-06-26 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
6899,BGCDC Taft Branch,1999-09-02 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
6962,BGCDC Taft Branch,2000-12-16 00:00:00,Home,53562,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
17396,BGCDC Taft Branch,2000-06-06 00:00:00,,,,,,,,,0.0,
24306,BGCDC Allied Branch,1953-04-16 00:00:00,,,,,,,,,2.0,2022-01-15
24305,BGCDC Allied Branch,1952-10-07 00:00:00,,,,,,,,,2.0,2022-01-15
18071,BGCDC Sun Prairie,1993-11-16 00:00:00,,,,,,,,,0.0,
24356,BGCDC Allied Branch,1943-04-09 00:00:00,,,,,,,,,2.0,2022-01-15
29407,BGCDC Allied Branch,,,,,,,,,,0.0,
4946,BGCDC Allied Branch,1997-06-07 00:00:00,Home,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4948,BGCDC Allied Branch,1998-05-16 00:00:00,Apartment,53593,3.0,3.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4950,BGCDC Allied Branch,2000-04-30 00:00:00,Apartment,53593,3.0,3.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
1966,BGCDC Allied Branch,1994-01-24 00:00:00,Home,53589,,1.0,,Both Parents,,Unknown,0.0,
24395,BGCDC Allied Branch,1984-01-31 00:00:00,,,,,,,,,2.0,2022-01-15
24407,BGCDC Allied Branch,1984-03-08 00:00:00,,,,,,,,,2.0,2022-01-15
29065,BGCDC Allied Branch,,,,,,,,,,0.0,
7453,BGCDC Taft Branch,1999-10-08 00:00:00,,,,2.0,,,,Unknown,0.0,
23207,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
23209,BGCDC Allied Branch,1947-03-22 00:00:00,,,,,,,,,2.0,2022-01-15
21593,BGCDC Allied Branch,1951-03-02 00:00:00,,,,,,,,,2.0,2022-01-15
24231,BGCDC Allied Branch,1960-02-26 00:00:00,,,,,,,,,2.0,2022-01-15
24271,BGCDC Allied Branch,1959-12-25 00:00:00,,,,,,,,,2.0,2022-01-15
24272,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
22445,BGCDC Allied Branch,1986-10-05 00:00:00,,,,,,,,,2.0,2022-01-15
20471,BGCDC Allied Branch,2000-01-19 00:00:00,,,,,,,,,2.0,2022-01-15
8429,BGCDC Taft Branch,2000-11-07 00:00:00,,,,2.0,,,,Unknown,0.0,
19957,BGCDC Allied Branch,1982-02-15 00:00:00,,,,,,,,,2.0,2022-01-15
5656,BGCDC Taft Branch,1996-12-15 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
24166,BGCDC Allied Branch,2003-08-22 00:00:00,,,,,,,,,2.0,2022-01-15
24165,BGCDC Allied Branch,1960-08-06 00:00:00,,,,,,,,,2.0,2022-01-15
4953,BGCDC Allied Branch,1997-07-09 00:00:00,Work,53593,3.0,2.0,,Time with Both Parents,Unknown,Economically Disadvantaged,0.0,
4040,BGCDC Allied Branch,1995-08-23 00:00:00,Home,53711,2.0,2.0,,Mother,Unknown,Economically Disadvantaged,0.0,
4075,BGCDC Allied Branch,1997-01-20 00:00:00,Home,53711,2.0,2.0,,Mother,Unknown,Economically Disadvantaged,0.0,
2350,BGCDC Allied Branch,1994-12-15 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
2673,BGCDC Allied Branch,1996-06-03 00:00:00,Apartment,53711,,1.0,,Both Parents,,Unknown,0.0,
4955,BGCDC Allied Branch,1999-05-03 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
22450,BGCDC Allied Branch,1981-04-04 00:00:00,,,,,,,,,2.0,2022-01-15
18822,BGCDC Taft Branch,,Home,53711,,1.0,,,,Unknown,0.0,
23510,BGCDC Allied Branch,1988-09-16 00:00:00,,,,,,,,,2.0,2022-01-15
22074,BGCDC Allied Branch,2006-05-17 00:00:00,,,,,,,,,2.0,2022-01-15
4962,BGCDC Allied Branch,1997-10-31 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
3443,BGCDC Taft Branch,1995-05-18 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
18072,BGCDC Sun Prairie,1962-02-02 00:00:00,,,,,,,,,0.0,
2164,BGCDC Taft Branch,1994-07-22 00:00:00,Home,53704,3.0,3.0,,Guardian,"$24,999 and under",Economically Disadvantaged,0.0,
6617,BGCDC Taft Branch,1998-11-10 00:00:00,,,,2.0,,,,Unknown,0.0,
29066,BGCDC Allied Branch,,,,,,,,,,0.0,
4965,BGCDC Allied Branch,1999-06-12 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
29428,BGCDC Allied Branch,,,,,,,,,,0.0,
28476,BGCDC Allied Branch,,,,,,,,,,0.0,
4586,BGCDC Taft Branch,1997-03-13 00:00:00,Home,53713,6.0,4.0,,Mother/ Other,,Unknown,0.0,
3992,BGCDC Allied Branch,2006-08-31 00:00:00,Home,53704,4.0,2.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
19043,BGCDC Taft Branch,2001-02-11 00:00:00,Home,53703,,6.0,Single Parent,Mother,"$50,000-$74,999",Unknown,0.0,
3137,BGCDC Allied Branch,2001-02-11 00:00:00,Home,53703,,6.0,Single Parent,Mother,"$50,000-$74,999",Unknown,0.0,
5152,BGCDC Taft Branch,2003-07-25 00:00:00,Home,53703,,6.0,Single Parent,Mother,"$50,000-$74,999",Unknown,0.0,
3139,BGCDC Allied Branch,2003-07-25 00:00:00,Home,53703,,6.0,Single Parent,Mother,"$50,000-$74,999",Unknown,0.0,
24064,BGCDC Allied Branch,2000-02-01 00:00:00,,,,,,,,,2.0,2022-01-15
30929,BGCDC Allied Branch,,,,,1.0,,,,Unknown,0.0,
3138,BGCDC Allied Branch,1999-04-25 00:00:00,Home,53703,,6.0,Single Parent,Mother,"$50,000-$74,999",Unknown,0.0,
30930,BGCDC Allied Branch,,,,,1.0,,,,Unknown,0.0,
5980,BGCDC Allied Branch,2000-08-06 00:00:00,,,5.0,3.0,,,"$25,000-$49,999",Economically Disadvantaged,0.0,
26103,BGCDC Taft Branch,1988-09-16 00:00:00,,,,,,,,,1.0,2022-11-17
19046,BGCDC Taft Branch,1988-09-16 00:00:00,Home,53711,,1.0,,,,Unknown,2.0,2021-11-20
2066,BGCDC Taft Branch,1992-09-25 00:00:00,Home,53713,,3.0,,,,Unknown,0.0,
1290,BGCDC Taft Branch,1994-01-01 00:00:00,Home,53713,,3.0,,Mother,"$24,999 and under",Unknown,0.0,
996,BGCDC Allied Branch,1995-03-02 00:00:00,Home,53711,,5.0,,,"$24,999 and under",Unknown,0.0,
1721,BGCDC Allied Branch,1993-01-28 00:00:00,Home,53704,,1.0,,Mother,,Unknown,0.0,
7454,BGCDC Taft Branch,2000-05-15 00:00:00,,,,2.0,,,,Unknown,0.0,
20572,BGCDC Allied Branch,1972-10-11 00:00:00,,,,,,,,,2.0,2022-01-15
29067,BGCDC Allied Branch,,,,,,,,,,0.0,
7455,BGCDC Taft Branch,2000-01-02 00:00:00,,,,2.0,,,,Unknown,0.0,
28560,BGCDC Allied Branch,,,,,,,,,,0.0,
17246,BGCDC Taft Branch,1985-07-28 00:00:00,,,,,,,,,0.0,
16143,BGCDC Taft Branch,2007-04-01 00:00:00,,,,,,,,,0.0,
16142,BGCDC Taft Branch,2005-04-01 00:00:00,,,,,,,,,0.0,
3833,BGCDC Taft Branch,1998-09-05 00:00:00,Home,53713,9.0,6.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
16066,BGCDC Taft Branch,2001-01-29 00:00:00,,,,,,,,,0.0,
16067,BGCDC Taft Branch,2004-08-08 00:00:00,,,,,,,,,0.0,
14577,BGCDC Allied Branch,2021-08-21 00:00:00,,,,,,,,,0.0,
1803,BGCDC Allied Branch,1995-08-21 00:00:00,Home,53719,,1.0,,Mother/ Other,,Unknown,0.0,
2236,BGCDC Allied Branch,2004-05-20 00:00:00,Apartment,53711,,1.0,,Mother,,Unknown,0.0,
20080,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
14480,BGCDC Allied Branch,1993-04-16 00:00:00,,,,,,,,,0.0,
